,Content
969,Well that's good How did you get to be first lieutenant?
970,I had seven votes
971,We voted
972,Mmhm
973,at school and I had seven and
974,<ts>
975,boy name 
976,Mmhm
977,he had ten votes
978,And this girl that girl that was outside that say she didn't want that ?
979,she's a sergeant
980,Oh wow
981,Boy
982,So what
983,Does um the clan
984,your
985,class
986,vote or
987,All the patrols All the patrol that wanna be chose be in a room We have meeting
988,Oh all the patrols
989,Mmhm
990,Like that and they take and uh
991,uh they
992,we vote
993,They write a she give us a piece of paper and you write down the name
994,I wrote down my own name
995,I voted for myself
996,Mmhm
997,<>
998,Cause you really wanted to be a lieutenant huh?
999,Y I Yeah I wanted to be a captain but
1000,Mmhm
1001,long just as long I wasn't the lowest thing there is She the lowest thing that is
1002,I can rule her
1003,I can tell her what to do She can't tell me
1004,But the captain tell me what to do I can't tell him But I can tell everybody else
1005,under me
1006,Uhhuh
1007,Well how many are under you?
1008,All of 'em except him
1009,I can tell everybody what to do except the captain
1010,Uhhuh
1011,Do you have privates too?
1012,You got
1013,so in another words you have sargeants
1014,lieutenants and captains
1015,Uhhuh
1016,Well how many lieutenants are there?
1017,Me
1018,Well you've got a lot of people under you then huh?
1019,Gee that's pretty good
1020,That make should make you feel kind of special
1021,Yeah that's good
1022,Um
1023,do you have a bunch of kids that you you like to
1024,um
1025,hang around with more than others?
1026,Mmmm
1027,Mm?
1028,Do you play with the same ones every day?
1029,Or when you do play?
1030,Yeah
1031,You do?
1032,I have one ?
1033,Uhhuh
1034,Um
1035,is w
1036,what does it take
1037,for um
1038,a person to be your friend or a group of people to
1039,be the group that you wanna be with?
1040,They don't wanna fight
1041,They don't wanna
1042,They don't say nasty word like that
1043,<ts>
1044,I mean you know like somebody pick on you You hit 'em back but you know they don't wanna fight everybody they see
1045,I don't like the people that talk about people
1046,Mmhm
1047,Like that
1048,Mmhm
1049,And call people names like that
1050,Well that's good
1051,That's good
1052,You've got friends like that that's that's good
1053,Do you uh ever play with any
1054,Chinese kids at uh RDSCHOOL?
1055,Mmhm
1056,You do?
1057,Are you very good friends with them?
1058,Mmhm
1059,Do y'all get along?
1060,That's good
1061,Um
1062,is there anybody
1063,in the in your group
1064,of friends
1065,that is more or less the one that everybody else listens to?
1066,Me
1067,You
1068,I thought so <>
1069,I thought so
1070,Why do you think that you are the
1071,the leader of
1072,the group?
1073,<ts> I don't know
1074,Hm?
1075,I don't know They just listen to me
1076,When I
1077,tell to do they do it When somebody else tell them they don't do it
1078,But if I say go ahead
1079,Mmhm
1080,And if I'm not around
1081,I don't know who it is when I'm not around
1082,Well do you make the decisions about what you wa what you know what you gonna play
1083,now or where you gonna go?
1084,No I be I like No I let them
1085,play what they wanna play You know I play with them
1086,They
1087,They select some games then I select some games
1088,Mmhm
1089,But everybody listens to you huh?
1090,Why?
1091,Mm I don't know
1092,Come on be honest You don't have to be modest with me
1093,<>
1094,I don't know
1095,I can beat all of 'em
1096,Oh now see you hit a point on the
1097,good point there
1098,You can beat 'em all up Have you ever fought them all?
1099,Mmmm
1100,Hm?
1101,Now how do they know th How do you
1102,they know that you can
1103,Hey all them meant to chicken out Alright? I don't get scared
1104,Mmhm
1105,How come you don't get scared?
1106,Cause they wanna fight me I wanna fight them
1107,<>
1108,I don't chicken out
1109,You a bad aren't you? <>
1110,Um
1111,can
1112,can you
1113,say you know have a new
1114,person to come into the school or anything like
1115,in the neighborhood
1116,and just
1117,come into your group?
1118,Your group of friends?
1119,Can anybody just be in that group or
1120,Mmhm
1121,Mmhm
1122,Not anybody You know
1123,Well what do they have to do then in order to
1124,Don't have to do nothing
1125,I just like I said I don't like people talking about people I don't like them kind of people
1126,Mmhm
1127,So they've gotta be good in order to be in the group?
1128,Mmhm
1129,Um
1130,if um
1131,when you get through with school
1132,so you're going on to junior high school next year
1133,and on to high school What do you wanna do when you finish?
1134,I wanna be a teacher
1135,Or a nurse
1136,Mmhm
1137,Um
1138,Or work in a restaurant
1139,Mmhm
1140,Well how long
1141,does it do you think it's gonna take
1142,to be a teacher for instance?
1143,Go to college
1144,I don't wanna go
1145,Well what are you frowning up for?
1146,Cause they do too much work Ooh
1147,<>
1148,You aren't kidding
1149,Well
1150,Cause I think they'll be one the best years of your life
1151,Really
1152,I had my most fun in college
1153,And I worked the hardest too
1154,Um
1155,what do you think a teacher does Now you've
1156,had such bad times with teachers Um what kind of teacher are you gonna be?
1157,A good teacher
1158,And what does that mean?
1159,To be a good teacher
1160,Teacher I don't I don't wanna holler
1161,I don't want my children to be acting bad
1162,I let them do something I don't be strict like that I don't I let them do some things
1163,But you know it can't get out of hand
1164,Mmhm
1165,I think you probably would be a good teacher
1166,Since you know what it's like <>
1167,Uh if you had all the money you wanted
1168,first of all how much money
1169,you know if you had your choice of as much as there is in the world how much of it would you want?
1170,Half
1171,No one
1172,<>
1173,one
1174,one fourth of it
1175,Okay
1176,Give me a number
1177,You know one million?
1178,Two million? <>
1179,Four million
1180,Four million dollars
1181,If you had four million dollars what would you do with it?
1182,Buy me a house
1183,some clothes some furniture like that
1184,And put it in the bank
1185,Mmhm
1186,Like that
1187,Mmhm
1188,Anything else?
1189,Mmmm
1190,Oh hm okay
1191,Um what does your family do on uh
1192,special holidays like Christmas?
1193,They go out
1194,Like that
1195,Go out?
1196,Where?
1197,To parties and cabaret
1198,Oh really?
1199,Your mother and father?
1200,Oh they have a good time don't they?
1201,Mm
1202,Well what do you do?
1203,<ts>
1204,I be over with my friends
1205,Mmhm
1206,What does the family as a as a whole
1207,on Christmas?
1208,We play games
1209,Mmhm
1210,What kind of
1211,Sometime they he ride us out in Maryland
1212,See our aunts and cousin like that
1213,Uhhuh
1214,So you go visit?
1215,Alright
1216,Um
1217,what would you like to have next Christmas?
1218,Tape recorder
1219,You're kidding? <>
1220,I ain't
1221,After today you'll be tired of it <>
1222,<>
1223,<>
1224,You really want a tape recorder? What would you do with a tape recorder?
1225,Tape people
1226,Mmhm
1227,Um
1228,what was the best
1229,Christmas present you ever got?
1230,My bicycle
1231,Mmhm
1232,Yeah
1233,Mkay
0,Okay  what kind of games do you play
1,with your friends?
2,Um baseball
3,football basketball
4,tennis
5,kickball
6,How do you play tennis?
7,How do I play it?
8,Mmhm
9,I ain't r actually played it but you know I took it at school I'll take it at school when I take gym that's the only time
10,Mmhm
11,What about inaudible?
12,And I don't know how to actually play it
13,And I know how to play soccer
14,Mmhm How do you play soccer?
15,<>
16,Inaudible
17,Somebody hit the ball over to me and I hit it back to them and t keep trying to not let them knock it on the ground or I knock it on the ground
18,I try to
19,make him miss it and he try to makes me miss it
20,Mmhm
21,So I can get win like that
22,Mmhm
23,What about any of other kind of games you play with kids in the neighborhood?
24,You know when you don't have a ball or anything like that
25,Tag
26,or um some kind of circle game or something like that Or if they have like checkers
27,or
28,original games like on TV I play with them like that
29,Mmhm
30,With them games
31,How do you play tag?
32,Like we get a person to
33,chase after us and the person that he tag
34,that that person be what he was at first
35,Mmhm
36,Whatever he g say he is
37,Like that
38,Mmhm
39,How do you pick the first person to be
40,it?
41,We say um
42,not it
43,and if the last person that don't say not it that's the one that be it
44,Right Do you ever say any rhymes?
45,Nursery rhymes?
46,Yeah or something to that
47,I don't hardly know none of them
48,What about to pick
49,pick people
50,to be it?
51,What do you mean?
52,Well like i you say not it
53,but is there ever a way that you can say it by saying a rhyme?
54,And pick people who are gonna be it?
55,Like we can say eenie meenie miney moe like that
56,Yeah how does that
57,Catch him by his toe If he holler let him go
58,Eenie meenie miney moe And if that person that
59,at um the last person that I said a word on that's the one be it
60,Mmhm
61,Or
62,how'd that go?
63,It's something uh what color is
64,what color was his blood?
65,<>
66,Sounds very cute
67,Okay what else you wanna ask?
68,Yeah
69,Okay
70,Um
71,tell me something about your favorite TV programs
72,My favorite TV program is The Outcasts
73,Julia
74,um My Three Sons and Petticoat Junction and Dating Game
75,Mmkay Can you tell me about one episode that you saw recently?
76,Of any one of those
77,Juliette um
78,Last night when Juliette came on
79,this her little son you know they wanted to buy this kind of this monster
80,And so
81,Juliette says sh
82,his her son can have it
83,And the other little boy's mother said Robert Waggoner or something like that said his mother said he couldn't have it
84,So his mother told him he go out s and shine shoes
85,and he would make his money to buy his monster
86,so
87,both the two little boys went out and shined shoes And Juliette didn't like it because she said
88,back like in the forties that's the only kind of jobs our race could get
89,Mmhm
90,And so she ain't like her son to do this
91,Then later on they got the money and they bought the monster
92,And she um at the end of it
93,they went in her room and they scared her and she They was playing running around the couch and the unintelligible
94,Uhhuh
95,Yeah I guess I had never seen unintelligible
96,Um
97,what about a pet?
98,Do you have any kind of pet?
99,No
100,Did you ever have one?
101,Mmmm
102,No
103,Okay tell me about the school you go to
104,RDSCHOOL Ugh
105,What about it?
106,I hate it
107,Really? What about it?
108,I don't like the teachers
109,And it's not
110,It ain't no fun We can't get outside and get no fresh air until three o'clock and I don't like that And I'm not
111,They changed the classes around and see I don't like to be in the classroom I'm in
112,Uhhuh
113,What is it? Is it junior high school only?
114,An
115,Yes
116,Mmhm Can you tell me how does
117,how your typical school day? What it's like?
118,It's okay
119,But I still don't like it That's why I hardly know nothing about it
120,Mmhm
121,Cause I don't pay no attention to it
122,Mmhm What about the teachers?
123,My teachers?
124,Mm
125,They're nice but I
126,don't want 'em I wanna get transferred to another class
127,Where would you rather be?
128,In Mr 's room
129,Why?
130,Cause I think he's nice
131,Mm?
132,What's what's so good about him?
133,Like if He'll let you talk and  and things like that But he don't want you to talk loud
134,Mmhm
135,And that's why I like him He ain't mean
136,Mmhm
137,Did you ever have a teacher who hollered a lot?
138,No
139,Do you ever get
140,yelled at yourself?
141,What happened? What was that about?
142,Yeah
143,If I be doing something they don't like it Like if I talk a lot or chew gum or something they'll holler at me and like if I fuss back at them
144,Mmhm
145,Mmhm
146,they'll holler like in Music class I was
147,we was having a test The teacher I wasn't there almost all that week
148,so she said
149,we gonna have a test And I said miss  I don't have the words
150,What are you talking about?
151,If you had been here you would of knowed the words
152,So after the test we had did it
153,And so this girl behind me I know she don't She don't ever do no work so I turn around and said
154,do you have a um
155,the t work that we just did?
156,Sh Then Mrs  told me turn around and be quiet And I said I was just asking her She told me to turn around and be quiet
157,She told me to send it back and when I said I'm gonna tell my mother
158,She told me sit in back of the room I'm isolated That's why I got a F on my paper
159,Mmhm
160,Well I guess that was a pretty bad time huh?
161,What about the best teacher you ever had?
162,How about that?
163,Um
164,I don't know my best teachers I ever had Oh that was in the second grade That was a long time ago
165,What what was she like or he like?
166,She was nice She likeded me the best all in the room
167,These girls in my room they used to beat me up
168,all the time and I u If I go back and tell the teacher they'll get in trouble
169,So when we go in the bathroom they'll beat me up Then when I go up the step I ain't like to fight
170,They'll pet me and make me stop crying this before we get in the room cause if I tell the teacher They know they'll get in a lot of trouble
171,Mmhm
172,I see
173,Uh did the kids ever play a trick on the teachers?
174,On like April Fool's Day or anything? Halloween?
175,No
176,Hm
177,Never played any tricks huh?
178,What about is there a group of friends that you hang around and do things with?
179,Can you tell me something about them
180,Like me and Glaverne we go many places together and we hang together We share each things we share each other
181,You know what we have we share it
182,Mmhm
183,And we go d
184,and we go to this club
185,and like we go to dance We go to the dance together We go roller skating We go to the roller skating ring together
186,And we do all the things like that
187,What kind of club is it?
188,It's a study hall where you go to study at
189,Uh is it in school you mean?
190,Mmmm It's not at school
191,Where is it?
192,It's um
193,not far from my house on New York Avenue
194,Mmhm
195,And u u what if somebody new wants to join? How do they join it?
196,They just go there and tell the lady that they want a teacher
197,and the lady will um
198,tell them to wait until she find 'em one And if one teacher come there that's new there
199,they'll get that teacher like that They'll sign up and take that child
200,Hm
201,Was that after school then or when? inaudible
202,Yes after school is We start at seven o'clock to eight o'clock
203,In the evenings? You must be up late
204,Mmhm
205,And what about on Saturdays the weekends? Anything like that?
206,I don't like to do nothing on Saturdays and Sundays Sometime on Sundays I go to movies
207,Uhhuh
208,Well that's quite alright
209,Uh in your group of friends that you said your closest group of friends is there any one person that everybody listens to or
210,they think of as the leader?
211,No
212,No special leaders then?
213,Okay
214,Um what would you like to be when you grow up?
215,When you finish school?
216,<ts>
217,I would like to be a doctor
218,but it takes so long to be that so I want to be a secretary
219,Oh
220,If you if you could be a doctor what do you think you'd have to do?
221,I don't know I don't wanna work in the surgeon one
222,Uhhuh
223,Cause I don't think my nerves that good
224,Oh yeah?
225,I don't know all the names of the doctors though
226,Okay what made you
227,That's
228,Why were you interested in it?
229,Cause I just
230,I ain't wanna be a grown up doctor I wanna be a children doctor because I like childrens
231,Mmhm
232,Have you ever seen what kind of work they do or anything?
233,Yeah one time
234,How When was that?
235,That was putting something on the baby's mouth
236,Mm
237,and making him do something sticking something down his throat That's the only time I ever saw it
238,And when was that? Where were you?
239,I was in New York then
240,Mmhm
241,Were you just visiting or?
242,Just visiting
243,At a hospital or something? Or what?
244,I was visiting My little cousin got sick
245,Uhhuh So you went back to visit
246,And you said otherwise you think you might be a secretary What do you have to do to become one?
247,I have to finish school
248,and I'm going to secretary school so I can learn to take up shorthand and typing
249,Mmhm
250,like that I'd like to take that up now
251,Uhhuh
252,So I can know
253,Where do you think you'd like to work?
254,I don't know
255,I wanted to work in London cause I love London but I don't think I ain't got no money to go to there
256,Yeah
257,What do you know about London?
258,I don't know nothing about it All I know is
259,that I like they way the way the peoples talk
260,and I think it's a pretty city
261,That's all I know about it
262,any other case
263,Have you studied about it? Or where'd you see about it?
264,I studied about England
265,Mmhm
266,But I ain't studied very much about it I know that
267,I don't know if it's true or not That it's hard for them to grow food in that country
268,Mmhm
269,And I know it's
270,they very friendly to the United State and they our mother country
271,Mmhm
272,That's all I mostly know about it
273,Mmhm
274,So someday maybe you'll get there huh?
275,I hope so
276,Okay
277,Um if you had all the money in the world or all the money you ever wanted what would you do with that
278,If I had all the money in the world I would help poor peoples
279,Mm how?
280,By Like some peoples can't have ain't got enough food and they ain't living in a decent home
281,I'd help them live in a
282,I'd try to help them get a decent home
283,and more food and clothings
284,So and get them
285,and build better schools so they can get a education
286,Mmhm
287,Anything else you'd do with the money?
288,What about for yourself?
289,I'd do the same for myself I'd buy a home
290,and I'd put everything that I need in my home and what I need for myself
291,Very good Where would you buy a home?
292,Can you think of any place?
293,In Washington State
294,In Washington State?
295,And what do you know about that?
296,I don't know nothing about that I just w I just want to live on a ranch
297,Oh
298,Well good
299,What about um holidays? How does your family celebrate?
300,Hm?
301,And which holidays?
302,My family don't celebrate That's why I wanna leave them
303,<>
304,They don't celebrate
305,Well what holidays would you celebrate? What would you do?
306,The only ones we celebrate is Thanksgiving and Christmas
307,Mmhm
308,And Easter
309,What do you do?
310,What I do?
311,On Christmas my mother gonna give my toys
312,I just play like if I want something
313,I just get it
314,and just
315,play with it
316,well if it's anything to play with
317,If it's anything to wear I wear it and go somewhere
318,And if um
319,on Thanksgiving all we do My mother fix food and we eat
320,And on Easter
321,we get our Easter clothes and we go to church on Easter On Easter Monday and we go out somewhere
322,like to Marshall Hall or some where like that
323,Mmhm
324,Alright
325,What other holidays would you celebrate if you were gonna do it?
326,The same
327,Hm any other days?
328,No
329,Well what do you do on Halloween?
330,Trick or tr Uh trick and treat <>
331,Oh what are you going to do this year?
332,This Halloween?
333,Yeah
334,I'm going trick or treating
335,Where?
336,If my mother want me to go
337,Where I'm going?
338,Mmhm
339,Right around in my neighborhood
340,Are you going to get dressed up or what are you going to do?
341,Yeah I'm'a get dressed up
342,How?
343,I don't know as a lady
344,Uhhuh
345,What kind of things do you do around Halloween?
346,I don't do nothing but just go to people's house and say trick or treat
347,and what they give me I go home and eat it
348,Uhhuh
349,Lots of candy and things huh?
350,Yeah
351,Um
352,what would you like for Christmas this year?
353,Um
354,I want a sewing machine I had a sewing machine but it got burnt up and I want some clothes
355,Mmhm
356,What was the best Christmas present you ever got?
357,Your whole life?
358,A sewing machine
359,Oh when was that?
360,Year before last
361,Mmhm
362,How'd it get burned up anyway?
363,I let my aunt took it with her to New York and her house caught on fire
364,Wow that's
365,was
366,we're done finished Huh?
367,Were you ever in a situation where you thought you might die or you might be killed?
368,Mmhm
369,When? Tell me about it
370,One night on the first day of school
371,we was going to get our hair fix
372,and so it was late
373,It was about
374,two something
375,before I went home
376,And
377,Carl this man he was getting all fresh and these p these boys was following
378,And I thought I was gonna get killed and one day I was on my way from home
379,a pain hit me in my chest Somewhere I don't where it hit me I thought it was in my heart And I thought I was going to die right out in the street
380,Mmhm what'd you do?
381,Stand still
382,inaudible
383,Cause I was scared
384,Mm was anybody else around then?
385,No
386,Wasn't many peoples outside
387,Mmhm
388,Sometimes people say that whatever's gonna happen is going to happen
389,What do you think abou that?
390,I think that's true
391,Can you give me an example about that or?
392,Like if somebody say
393,that the person gonna die Is it gonna happen just gonna happen That person just gonna die
394,Mmhm
395,Do you ever hear about anything like that happening?
396,Yeah
397,Mm can you tell me about that?
398,I hear some I hear it somebody said that um
399,somebody was gonna get killed
400,but
401,they didn't get killed
402,They were okay then huh?
403,Yeah
404,Okay
405,Do you have any questions for me?
406,inaudible
407,Do I have any questions for you?
408,Before we go on We're gonna go on to a different
409,part okay?
410,No I don't have no questions for you
411,Okay
0,Okay
1,say your name again
2,Your whole name
3,My name is 
4,Okay
5, um
6,what kind of games do you play
7,you know when
8,say after school or
9,uh say lunch break or something like that?
10,Kickball
11,Kickball
12,Would you explain how to play kickball?
13,Kickball
14,We
15,the g
16,the way we we play it
17,we play
18,girls against the boys
19,And we have three bases
20,and we have to run to each one of them
21,And the one
22,um
23,<ts>
24,if they catch the ball
25,well we out or they hit us with the ball we out
26,Mmhm
27,So
28,how do you um
29,how do you choose which one is gonna be
30,uh on the team or anything like that?
31,How do you think y you have have teams? You said you have teams
32,Boys against the girls we don't
33,Oh
34,we don't count
35,Mmhm
36,Mmhm
37,Um do you play any other games?
38,They play some more but I don't play no more
39,You don't play anything else?
40,That's all I like to play
41,Is kickball?
42,Have you ever played any games at home with your uh
43,girlfriends?
44,No we just play records
45,Oh you do What records do you like?
46,<ts>
47,Um
48,Always Together Say it Loud I'm Black and I'm Proud
49,Mmhm
50,and
51,<ts>
52,Private Number
53,and
54,Don't be Afraid
55,Mmhm
56,Um
57,did you ever play any uh games when you were little?
58,<ts>
59,Play some
60,chasing and tag
61,Chasing and tag?
62,What's that?
63,How do you play that?
64,We
65,if
66,we chase a person
67,and if we catch 'em
68,we take 'em
69,Throw 'em
70,make like we gonna the uh
71,trash can
72,You do?
73,<>
74,Well how do you know which one do you pick how do you know which one to chase?
75,Like it's
76,it's something like
77,uh
78,the devil
79,We have the um
80,it have to be a door
81,and a person
82,And we take a person to be the door
83,and the devil
84,So we knock on the door and they aks us what kind of pie we want
85,and the people who
86,they already named the pie
87,they run after him
88,They have to pay for the pie first
89,Well wait a minute now I'm confused here You pay for the pie?
90,Mmhm in the hand like
91,like if it had twenty five cent put five ten fifteen twenty in his hand
92,Mmhm
93,And then if
94,and then the pie take him running The devil chase after
95,And if you don't chase if you don't catch 'em
96,well they be throwing it to the su su a sugar ball and if you be k caught
97,they be throwing you to the trash can
98,Oh that sounds like a lot of fun
99,Did you play any other games like that
100,when you were little?
101,<ts>
102,Racing
103,With beer cans
104,Really?
105,And what do you call that just
106,racing?
107,Okay how did you do that?
108,<ts>
109,We'd take an um
110,girls being in line and the boys being in line
111,we'd take an
112,put the can up
113,um
114,at the corner then we run back and um
115,go get 'em
116,We gotta tag the person hanging If we don't tag the person hanging we out
117,Mmhm
118,Did you ever uh jump rope?
119,Did you ever play jump rope?
120,What kind of games did you play when you
121,Did you ever have any rhymes or things chants that you'd say you know while you jumping rope?
122,What?
123,We sang uh
124,blue bird
125,um
126,<ts>
127,unintelligible we taking turn the rope
128,and we s
129,and we say
130,I like coffee and I like tea
131,I like the boys and boys like me and then we say yes or no
132,and whatever we stop on that's where um
133,well who we
134,that if we like him or not
135,Ah yeah
136,I think I did that too Did you ever um
137,play double dutch?
138,Yeah I said that too Did you have something that you said when you played double dutch?
139,No we just count
140,Just count numbers?
141,Never had any rhymes or anything?
142,No
143,Nothing like that?
144,Did you um
145,ever play Mother May I?
146,Okay explain how to play Mother May I
147,We
148,um
149,<ts>
150,we take and go to the corner
151,and um
152,and somebody be up
153,like up the street
154,and we be down at the next corner
155,And we s and then they say
156,like they call a person and they say
157,um Ruth um
158,take
159,three baby steps then they say
160,Mother may I? Then sometime she say no she say well
161,Mmhm
162,And she said take giant steps
163,And
164,um
165,? brother
166,Stuff like that
167,Mmhm
168,Um
169,there's another game that's almost like that
170,<cough>
171,I think it's called uh Simon Says
172,Have you ever how do you play Simon Says?
173,If
174,<ts>
175,um
176,we taking um
177,uh
178,Have you ever played?
179,Mmhm
180,Like if we say Simon Says
181,we do it but
182,if
183,if we say um I said
184,and if we do it well we out
185,But if we say
186,if they say Simon Say put your hands up we do it and if they
187,I say put my hand down
188,um
189,you'll be out
190,Mmhm
191,That's the way we play it
192,Mmhm
193,That's all the games you can think of?
194,You knew more than you thought didn't you <>?
195,Mmhm
196,Um
197,well how did you
198,whenever you played games where somebody had to be it how did you choose the one that was gonna be it?
199,You know say uh
200,ah have you ever played hide and seek?
201,Uhhuh
202,Well how did you
203,decide which one was gonna be the one that
204,uh
205,say
206,was gonna be the one that uh counted up until everybody went to hide?
207,Did you pick?
208,one particular person?
209,No
210,Well how did you know which one was gonna be it?
211,They taken ??
212,Who would?
213,Like um
214,you we pick one person like a boy or a girl
215,and then
216,they find her they got
217,the other person gotta help find the other p
218,other ones
219,Well how did you pick the boy or girl who has to find the others?
220,<ts>
221,They wanted to
222,Hm?
223,Say things like eenie meenie miney moe or something like that?
224,Never?
225,We say
226,no
227,We put our feets in
228,and the first one who um
229,<ts>
230,the first one who um
231,like you say eenie meenie miney moe
232,and they said
233,um Tom was in the tree and he
234,ts
235,um
236,jumped out
237,what color was his blood? We say red
238,Well
239,we we count all the way to red
240,RED
241,And the person who get the last one be first
242,Oh
243,See that's what I was tryna get you to say
244,Did you have any other um
245,rhymes like that to pick people?
246,Mm when
247,we when we play Hide and Go Seek we say
248,my mother and your mother was hanging up the clothes My mother sock your mother in the nose You ready or not here I come
249,Uhhuh
250,Uhhuh that's a good one
251,Do you have any more like that?
252,Not
253,not can I think of
254,Mmhm
255,Okay um
256,Do you watch television?
257,Do you watch television? What are your favorite shows?
258,<ts>
259,I like
260,The Big Valley
261,and The Lucy Show
262,And
263,<ts>
264,Uh f Family Affair
265,Mmhm
266,and
267,that's mostly all I like
268,Mmhm
269,Did you um could you tell me um say one
270,episode that was on The Big Valley?
271,You know one of the stories they had on there?
272,What's it all about?
273,Cowboy
274,It's uh
275,it's a family It's three boys one of 'em named Nick
276,one of 'em named
277,I don't know the rest of the names
278,Mmhm
279,<ts>
280,And they got a sister named Audrey
281,and a mother named Barbara
282,Mmhm
283,And
284,<ts>
285,It's
286,it's something like it's a cowboy picture
287,and uh one of the brothers are a lawyer
288,and the other one are just
289,plain cowboys
290,Mmhm
291,Do they ever get in trouble?
292,No they try to help
293,other peoples
294,Mmhm
295,Can you remember one story in particular that
296,where they helped somebody?
297,Ah yeah
298,When they blamed one of the Barkley's that he killed
299,a lady
300,um that he took and strangle her
301,with her uh
302,<ts>
303,her stocking
304,And um they found out who did it
305,and they helped this other man by telling the truth
306,Mmhm
307,That he didn't do that blame to a person
308,Okay so you you could remember when you  do you ever watch t uh
309,say any of the movies on television?
310,You know they have movies that come on
311,Like
312,four o'clock movies or?
313,Yeah any any movies
314,No I don't watch 'em I be outside
315,What do you do when you go outside?
316,<ts>
317,I go to the store
318,buy me a hamburger
319,Mmhm
320,and then I go back
321,and uh
322,on the second fl
323,on on the third floor
324,and go in a h a girl house and play some records
325,Mmhm
326,And then sometimes we go on Twelfth and T
327,Mmhm
328,What's on Twelfth and T?
329,Hm?
330,A friend
331,A friend?
332,Some friends
333,Oh
334,What do you do with your friends?
335,<ts>
336,We play records over there and have dances
337,Mmhm
338,Do you ever go to the movies sometimes?
339,You do?
340,What
341,can you remember the last movie you saw?
342,To Sir With Love
343,You did?
344,What was that about?
345,Sydney Poitier and uh
346,<ts>
347,he was a teacher
348,and it was white peo
349,it was white girls and white boys in his room
350,I don't guess they liked him
351,um at the beginning
352,And w and uh
353,<ts>
354,and this other boy he used to
355,he used to um bring pictures and stuff in school
356,And when Sydney Poitier called him to do something
357,he be having um
358,um
359,pictures in his lap
360,of girls
361,Mmhm
362,And one morning he came to school and they put something in the um
363,<ts>
364,in a stove something like a stove Wooden stove
365,And uh
366,it's spread around
367,it c
368,and um he start coughing He pull out the window
369,and he made all the children go out the room
370,And then it and then it almost at the end when he was getting ready to leave
371,they was crying
372,And they was and then this
373,girl she sing To Sir with Love
374,Oh man
375,That was Lulu huh?
376,Uh what was another movie you saw?
377,Guess Who Coming to Dinner
378,Oh yeah that was a good one Okay tell me about that one
379,Sydney Poitier
380,he went and murdered this
381,white girl
382,and um
383,his m
384,and um
385,his mother um
386,his mother well she was colored and he was colored
387,And his mother was
388,wanted
389,know
390,um wanted to see the girl
391,and see was he colored
392,s
393,it's and she's seen her
394,sh
395,uh her face drew up
396,<>
397,And um
398,<ts>
399,they didn't get married
400,They didn't?
401,Oh
402,Well
403,um
404,what was what were they trying to say in that movie?
405,Maybe
406,they were tryna say that
407,they ain't want no white pe
408,white or colored people in they family
409,Mmhm
410,Well who who was it that didn't want the colored people in their family?
411,Um
412,<ts>
413,What's the guy
414,that girl name?
415,Her mother and her father
416,Mmhm
417,Why do you think that?
418,Because they was colored I think
419,Guess
420,Mmhm
421,Did you see any other movies?
422,Prob I seen some but I forgot
423,Mmhm
424,Okay
425,Have you ever had any pets at home?
426,Dog or cat?
427,Dog
428,You did?
429,What was its name?
430,Um
431,<ts>
432,Wolf
433,Wolf? <>
434,How'd you come about that?
435,I don't know
436,Why'd you name her Wolf?
437,My cousin named her
438,Mmhm
439,Well did he ever do any funny things?
440,No he died
441,new morning
442,He did?
443,Well how did he die one morning?
444,We had
445,my brother and I were washing him down in the basement
446,and he took and ran out the back door
447,and he caught the new morning and they took him to the dog pound and they killed him
448,Mm
449,Well what did you do when you had the dog anyway?
450,Did you play with it?
451,No I was scared of him
452,Why?
453,Cause he was kind of big
454,Mmhm
455,How did you get that dog?
456,<ts>
457,My cousin gave it to us
458,Mmhm
459,What
460,Did he ever do any funny things?
461,He was trained a little bit
462,Mmhm
463,Like
464,tell him to sit down he sit That's all he do
465,<>
466,Did he know any tricks?
467,No he didn't do nothing
468,Mm
469,But if you throw a stick he go get it
470,but he gonna smell it but he won't bring it back
471,Oh how come?
472,I don't know
473,<>
474,Okay
475,um well tell me about your school
476,I don't like it
477,Why?
478,My teacher mean
479,Why?
480,Cause we be mean to her
481,Oh is that the way it works?
482,In other words you have a mean teacher because your mean
483,Well why are you mean?
484,Cause
485,she keep she always telling me to do something and I don't want to do it
486,How come you don't want to do it?
487,She tell me read
488,I don't read
489,And another girl do the same thing
490,<ts>
491,And but she always
492,tell me
493,I should read
494,and she don't never say nothing to the other girl
495,So I don't read
496,Cause you're mean
497,Well how do you think you could get her to be nice?
498,<ts>
499,I ain't that mean
500,She alway
501,when she talking to another person she always looking at me and I's asking
502,I
503,I aks her did I
504,I said
505,she was
506,telling us
507,another girl was saying the principal was mean
508,and she say
509,the principal ain't mean She start looking at me I say I ain't say nothing
510,<>
511,Well what do what do you uh what does she teach you?
512,<ts>
513,She teach us
514,social study
515,and reading
516,and
517,health and uh
518,S
519,That's
520,that's all we
521,be in
522,that's our home room
523,We change classes
524,Oh what where do you go when you change classes?
525,We go to the English math and
526,and science
527,and physical education
528,Mmhm
529,and music
530,Mmhm
531,and art
532,Mmhm
533,Do you have different teachers?
534,All different teachers for all those different subjects?
535,Oh that should be fun
536,Well do you like your school?
537,You don't because of that one teacher?
538,Mmmm
539,<ts>
540,Principal too
541,<>
542,Well what what uh subject do you like the best?
543,<ts>
544,Spelling and English
545,Why?
